<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.07.18	12:30:00	1.30939	1.31046	1.30882	1.31017	1315	0	0
2023.07.18	13:00:00	1.31018	1.31104	1.31016	1.31086	1306	0	0
2023.07.18	13:30:00	1.31088	1.31256	1.31049	1.31242	1505	0	0
2023.07.18	14:00:00	1.31246	1.31250	1.30968	1.30997	1656	0	0
2023.07.18	14:30:00	1.31003	1.31088	1.30930	1.31063	1373	0	0
2023.07.18	15:00:00	1.31064	1.31147	1.30961	1.30978	2068	0	0
2023.07.18	15:30:00	1.30978	1.31217	1.30723	1.30888	4098	0	0
2023.07.18	16:00:00	1.30890	1.30967	1.30800	1.30875	2659	0	0
2023.07.18	16:30:00	1.30877	1.30899	1.30631	1.30748	3459	0	0
2023.07.18	17:00:00	1.30752	1.30959	1.30732	1.30958	3026	0	0
2023.07.18	17:30:00	1.30958	1.30987	1.30808	1.30824	2365	0	0
2023.07.18	18:00:00	1.30824	1.30898	1.30709	1.30717	2123	0	0
2023.07.18	18:30:00	1.30720	1.30730	1.30503	1.30516	1832	0	0
2023.07.18	19:00:00	1.30518	1.30526	1.30406	1.30451	1203	0	0
2023.07.18	19:30:00	1.30451	1.30464	1.30280	1.30347	1202	0	0
2023.07.18	20:00:00	1.30347	1.30395	1.30298	1.30394	1191	0	0
2023.07.18	20:30:00	1.30392	1.30400	1.30356	1.30394	701	0	0
2023.07.18	21:00:00	1.30394	1.30455	1.30357	1.30423	1000	0	0
2023.07.18	21:30:00	1.30425	1.30496	1.30392	1.30464	901	0	0
2023.07.18	22:00:00	1.30464	1.30474	1.30409	1.30419	1024	0	0
2023.07.18	22:30:00	1.30419	1.30451	1.30377	1.30410	1049	0	0
2023.07.18	23:00:00	1.30409	1.30416	1.30368	1.30379	510	0	0
2023.07.18	23:30:00	1.30379	1.30392	1.30343	1.30345	782	0	0
2023.07.19	00:00:00	1.30353	1.30387	1.30310	1.30371	130	0	1
2023.07.19	00:30:00	1.30371	1.30373	1.30314	1.30337	175	0	2
2023.07.19	01:00:00	1.30337	1.30408	1.30337	1.30384	207	0	0
2023.07.19	01:30:00	1.30392	1.30410	1.30383	1.30405	672	0	0
2023.07.19	02:00:00	1.30405	1.30406	1.30302	1.30309	603	0	0
2023.07.19	02:30:00	1.30309	1.30355	1.30302	1.30335	846	0	0
2023.07.19	03:00:00	1.30338	1.30378	1.30310	1.30375	1003	0	0
